title,subsection,type,main_content,context,outcome
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q1,To identify signals that are functionally relevant for disease progression,(missing),we found cell surface genes19 that drop out by twofold or more in our genome-wide in vivo leukaemia CRISPR screen6
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q2,"This identified 13 cell surface signals common to both bcCML and AML, 18 unique to AML and 7 unique to bcCML",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q1,"Of these 38 genes, 16 were misannotated as cell surface in the reference dataset19 and were removed from further analysis (Methods and Extended Data Fig. 2c,d)",especially those that were significantly upregulated in our TME scRNA-seq data and in the human AML immune microenvironment20 (Extended Data Fig. 2e),We used NicheNet and the published literature to identify ligands for these receptors
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q2,"This led to the exclusion of receptors with no known ligands (MR1, TMCO3 and TSPAN15) as well as those of which the ligands were not significantly enriched in any TME population (LGALS3BP, CD96, CD274 and CD3D)",(missing),We therefore generated a unique map of TME ligands for 15 LSC receptors that are essential for disease progression (Fig. 2a)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q1,We next determined whether disease progression could alter the expression of LSC-specific TME ligands,(missing),identified four distinct patterns of ligand expression
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q2,"While the expression of some genes remained steady, for example, Jam2 in arteriolar endothelial cells and Ihh in chondrocytes, the expression of Vcam1, Pcdh7 and Il7 was lost in the TME, especially at the end point",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q2,Expression of Anxa1 first increased but then declined towards the end,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Ligand–receptor interactome,Q2,"The fourth category of genes was always expressed, but the microenvironmental populations expressing them changed. These included Pvr, Cdo1, Apoe and Agt (Extended Data Fig. 3a–d)",(missing),"Our analysis capturing dynamic changes in the TME identifies signals that may be necessary not only at different stages of disease progression, but also those critical during the entire course of disease"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,"However, we were interested in genes associated with unfavourable outcomes in human patients with AML",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Of the 22 genes upregulated in human LSCs, only low-density lipoprotein receptor (LDLR) and SLC6A6 were significantly associated with poor prognosis in AML (Fig. 2a–c and Extended Data Fig. 4a,b)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,We therefore tested the functional requirement of TME-derived ligands of LDLR and SLC6A6 on LSC growth,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"One of the primary LDLR ligands, apolipoprotein E (APOE)21, was highly expressed in MSCs (Extended Data Fig. 3d)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,To test the role of APOE from MSCs on LSC function,(missing),we co-cultured bcCML LSCs with MSCs transduced with short hairpin RNAs (shRNAs) targeting Apoe or LacZ (control; Extended Data Fig. 4c)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Co-culture with MSCs lacking Apoe expression led to significant reduction in both the viability and colony-forming ability of LSCs (around 2.1-fold lower than the controls; Extended Data Fig. 4d–f),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Our experiments indicate that Slc6a6 expression can be directly induced by oncogenes (Extended Data Fig. 4g),"SLC6A6 encodes TAUT, which has high affinity for the non-essential amino acid taurine, and low affinity for β-alanine (taurine Km = 4.5 μM versus β-alanine Km = 56 μM)22",(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"While the leukaemia TME did not express enzymes required for β-alanine synthesis (Gadl1 and Cndp1), those needed for taurine biosynthesis were expressed in osteo-associated cells (Cdo1 and Csad; Extended Data Fig. 4h,i)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Our analysis of publicly available human bone marrow stromal cell scRNA-seq data using surgical samples from osteoarthritis patients23 showed that CDO1 expression is restricted to MSC and osteolineage populations (Extended Data Fig. 4j),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,To test whether CDO1 is expressed in the human leukaemia TME,(missing),we performed an scRNA-seq analysis of CD45− stromal cells from three myelodysplastic syndrome (MDS) and AML bone marrow aspirates
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Our analysis of the limited numbers of stromal cells in these samples indicate that CDO1 expression is restricted to the MSC/osteolineage cells (Extended Data Fig. 4k,l), as we see in mouse samples",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Notably, we found a marked increase in CDO1 protein expression in nearly all matched biopsies of patients who progressed from MDS to secondary AML, and those who relapsed after AML diagnosis (Fig. 2d–g and Extended Data Fig. 4m–p)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"While CDO1 protein was expressed in undifferentiated human AML MSCs, its expression increased during in vitro mouse and human AML MSC osteogenic differentiation (Extended Data Fig. 5a–c)",(missing),"Thus, CDO1 may be broadly expressed in immature MSCs as well as differentiating osteolineage cells in human bone marrow"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,taurine levels in extracellular medium increased during MSC differentiation,(missing),indicating that elevated CDO1 expression is correlated with taurine production (Extended Data Fig. 5d)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,To determine a functional role of taurine from osteolineage cells,(missing),we tested the impact of inhibiting taurine biosynthesis in mouse and human leukaemia bone-marrow-derived MSCs on co-cultured leukaemia cells
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Our experiments showed that mouse LSCs co-cultured with osteolineage cells lacking Cdo1 expression were significantly less viable (about 2-fold lower than the controls) and formed fewer colonies (3.4-fold less than controls), which could be rescued by supplementing cultures with taurine (Extended Data Fig. 5e–g)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Similarly, inhibiting CDO1 in osteolineage cultures from MSCs derived from patients with AML impaired survival and colony-formation of co-cultured AML cells from the same patient by 2- to 3.2-fold (Fig. 2h,i and Extended Data Fig. 5h)",(missing),indicating that taurine produced by osteolineage cells promotes LSC growth and survival
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,taurine levels were 1.7-fold higher in leukaemic bone marrow interstitial fluid as compared to the controls (Fig. 2j),Consistent with a functional role of taurine from the TME in leukaemia progression,(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,To determine whether taurine produced locally in the bone marrow niche is essential for leukaemia growth,"In mice, the majority of taurine is synthesized in the liver from cysteine24",we generated a new Cdo1fl/fl mouse model and crossed it to MSC/osteolineage-specific Prrx1-cre mice (Extended Data Fig. 5i–k)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,(missing),(missing),"We used these as recipients for LSCs and monitored survival, and the impact on bone marrow microenvironment populations"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Our experiments showed that Cdo1fl/flPrrx1-cre+ mice lived around 13.5% longer than the controls,(missing),"indicating that taurine produced locally in the leukaemia TME can support disease progression, at least in part (Fig. 2k)"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,We did not find any significant changes in the composition of TME in Cdo1fl/flPrrx1-cre+ leukaemic mice as compared to the controls (Extended Data Fig. 5l–n),(missing),suggesting that leukaemia-driven remodelling of the bone marrow niche does not depend on taurine produced by osteolineage cells
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q1,We finally tested whether exogenous taurine supplements can promote leukaemia growth,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Our experiments showed that the colony-forming ability of mouse LSCs and patient-derived AML cells increased by 1.2- to 3.3-fold in the presence of taurine (Extended Data Fig. 5o–q),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,Taurine supplements could significantly accelerate disease progression in immunocompetent mice (around threefold higher likelihood of death relative to the controls; Extended Data Fig. 5r),(missing),indicating that taurine can promote leukaemic progression
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TME signals support leukaemogenesis,Q2,"Collectively, these data indicate a key role of taurine and APOE from the bone marrow niche in sustaining LSCs",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q1,"we focused our studies on SLC6A6, as it may be broadly required for growth of aggressive leukaemias",As SLC6A6 expression was significantly enriched in both human bcCML and AML LSCs as compared to the controls,(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q1,To determine whether TAUT has a functional role in leukaemia progression,(missing),"we used global Slc6a6-knockout mice25 (Fig. 3a,b)"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,Our experiments showed that TAUT loss in LSCs significantly reduced their ability to grow when co-cultured with osteolineage cells expressing either control shRNA or shRNA against Cdo1 (shCdo1; Extended Data Fig. 6a),(missing),indicating that they could not respond to taurine being produced by the niche
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"TAUT loss impaired initiation of bcCML in mouse models (3.9-fold higher likelihood of survival; Fig. 3c,d), which could not be rescued with taurine supplements (Extended Data Fig. 6b)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"TAUT loss also led to functional depletion in bcCML LSCs, as indicated by a 2.3-fold reduction in their colony-forming ability (Fig. 3e), as well as a marked increase in the survival of mice transplanted with Slc6a6−/− LSCs (40%) relative to control LSCs (0%) in secondary transplant assays (21.2-fold higher likelihood of survival; Fig. 3f)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,The 8.5-fold reduction in colony-forming ability of bcCML LSCs from secondary transplants,(missing),"suggests that these leukaemias remain dependent on TAUT expression and taurine uptake for their continued propagation (Fig. 3g,h)"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,We noted no significant differences in bone marrow microenvironmental populations of mice bearing Slc6a6−/− leukaemias as compared to the controls,(missing),"indicating that leukaemia-driven niche remodelling possibly reflects the extent of the tumour burden, and may be independent of taurine levels within leukaemia cells (Extended Data Fig. 6c–g)"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q1,To determine whether TAUT is broadly required for de novo AML growth,(missing),we tested the impact of its loss on initiation of leukaemia driven by MLL-AF9/NRAS(G12V) and by AML-ETO9a/NRAS(G12V)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,Our experiments showed that TAUT loss markedly delays the initiation of MLL-driven AML relative to the control (6.1-fold higher likelihood of survival; Fig. 3i–k),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,Slc6a6−/− KIT+ AML LSCs from established disease formed 2.9-fold fewer colonies compared with the controls (Fig. 3l),(missing),indicating that TAUT loss depleted functional LSCs
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"TAUT loss in disease driven by AML-ETO9a resulted in a marked increase in survival (70%) relative to the controls (0%) (36.3-fold higher likelihood of survival; Fig. 3m,n)",Consistent with a key role of TAUT expression in myeloid leukaemia initiation,(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"At the cellular level, TAUT loss led to a 2.4- to 3.6-fold reduction in primitive Lin− CD150− FLT3+ SCA1+ LSCs6 (Fig. 3o)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"Furthermore, TAUT loss increased necrosis and the Lin+ differentiated cells (Fig. 3p and Extended Data Fig. 6h) and promoted cell proliferation (Fig. 3q)",(missing),"These data demonstrate a critical requirement for TAUT in the initiation, self-renewal and propagation of myeloid leukaemia"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q1,We next tested the impact of TAUT loss on normal haematopoiesis,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"Our analysis indicates that TAUT loss does not severely impact bone marrow cellularity, or the total numbers of HSCs, progenitors and differentiated cells at steady-state (Extended Data Fig. 7a–e)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"While TAUT loss did not impair initial HSC engraftment (1 month after transplant), donor chimerism dropped over time (Extended Data Fig. 7f,g)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,"Although overall bone marrow chimerism 4 months after transplant was 2.4-fold lower in Slc6a6−/− HSC recipients as compared to Slc6a6+/+ HSC recipients, these Slc6a6−/− HSCs were able to contribute to all haematopoietic lineages (Extended Data Fig. 7h–k)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q2,Serial transplantation of Slc6a6+/+ and Slc6a6−/− bone marrow cells showed a similar loss in Slc6a6−/− engraftment over time (Extended Data Fig. 7l–q),(missing),"These results suggest that, while TAUT loss does not impair steady-state haematopoiesis, it can impact long-term HSC self-renewal and maintenance"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT loss impairs leukaemogenesis,Q1,We therefore tested the impact of TAUT inhibition on growth and proliferation of normal human HSPCs as well as patient-derived AML cells,"However, therapeutic inhibition of CD98 showed minimal toxicity in AML phase I trials1 and BCL2 inhibitors are approved for AML therapy. It is therefore possible that non-genetic approaches using small-molecule inhibitors or gene silencing may identify a therapeutic window for TAUT targeting in human cells",(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,Our analyses of available gene expression datasets indicate that SLC6A6 expression is enriched in leukaemia stem/progenitors as compared to more mature blasts (Extended Data Fig. 8a),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"While SLC6A6 is broadly expressed in AML irrespective of karyotype or FAB subtype (TCGA; Extended Data Fig. 8b), increased expression correlates with venetoclax resistance (BEAT-AML; Fig. 4a)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,SLC6A6 expression is also enriched in reactive oxygen species (ROS)-low LSCs from human monocytic AMLs (subtype clinically associated with venetoclax resistance; CD45bright SSChighCD117− CD11b+ CD68+) compared with primitive AML (Fig. 4b; CD45medSSClowCD117+ CD11b− CD68−)32,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"We find increased SLC6A6 expression in leukaemia cells carrying RAS mutations as compared to wild-type cells, consistent with data correlating RAS mutations with venetoclax resistance33 (Fig. 4c)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,SLC6A6 is also highly expressed in relapsed AML originating from stem/progenitor like cells compared with more committed populations34 (Extended Data Fig. 8c),(missing),"These data collectively indicate that inhibiting SLC6A6 may be of value across AML subtypes, including those commonly associated with venetoclax resistance"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q1,To determine whether small-molecule inhibitors of TAUT can effectively block leukaemia growth,(missing),"we used two well-characterized structural analogues of taurine that inhibit uptake: 6-aminomethyl-3-methyl-4H-1,2,4-benzothiadiazine-1,1-dioxide hydrochloride35 (TAG) and guanidinoethyl sulphonate36 (GES; Extended Data Fig. 8d,e)"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,TAG and GES treatment led to a substantial reduction in colonies formed by Slc6a6+/+ mouse LSCs but not Slc6a6−/− cells (Extended Data Fig. 8f–h),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"Importantly, while TAG and GES impaired growth of primary human AML cells in colony assays by 1.8- to 20-fold, they did not impact normal human CD34+ HSPC colony growth (Fig. 4d,e)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q1,We next tested whether venetoclax can exacerbate the impact of TAUT loss and/or inhibition on LSC function,(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"Our experiments showed that venetoclax reduced the viability of mouse Slc6a6−/− LSCs by 3.2-fold and lowered their colony formation by 13.2-fold as compared to the controls (Extended Data Fig. 8i,j)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"While TAG, GES or venetoclax alone could impair mouse LSC colony formation by 1.4- to 3.9-fold, their combination was synergistic and led to 2.3- to 7.2-fold fewer colonies as compared to the controls (Extended Data Fig. 8k–m)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"While primary human AML cells that were treated with GES, TAG or venetoclax alone formed 1.3- to 8.3-fold fewer colonies as compared to the controls, combining the treatments substantially impaired colony formation by 2.4- to 150-fold",(missing),These data indicate that taurine inhibitors can synergize with venetoclax in blocking the growth of human AML cells (Fig. 4f–h)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q1,to determine the impact of inhibiting TAUT expression on human AML growth,As TAG and GES did not effectively block taurine uptake in vivo (Extended Data Fig. 9a–j),we used shRNA-based approaches
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"Knocking down SLC6A6 expression using two independent shRNAs significantly impaired taurine uptake by 2.2 to 3.4-fold, as well as the colony-forming ability of human bcCML, AML and MDS cell lines by 2- to 12-fold (Extended Data Fig. 9k–p)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,Our experiments showed that SLC6A6 knockdown in samples from patients with AML reduced their colony-forming ability by 2.33- to 9.12-fold as compared to the controls (Fig. 4i),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"By contrast, SLC6A6 knockdown did not impact colonies formed by normal human CD34+ HSPCs (Fig. 4j)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,TAUT is essential for human AML growth,Q2,"Importantly, while SLC6A6 knockdown reduced the engraftment of primary AML cells by 1.2- to 40-fold in patient-derived xenograft models (Fig. 4k,l), it did not significantly impair engraftment of normal human CD34+ HSPCs in xenograft models (Fig. 4m)",(missing),"Collectively, our data identify a critical requirement for SLC6A6 expression in primary human AML growth and indicate that blocking taurine transport may be of value in aggressive myeloid leukaemias"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,To establish the mechanisms by which taurine uptake in leukaemia cells promotes disease progression,(missing),we determined metabolic changes in the absence of taurine
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Our untargeted metabolomic analysis of mouse LSCs identified significant downregulation of glycolysis/TCA related pathways and metabolites such as pyruvate, glyceraldehyde-3-phosphate and 3-phosphoglycerate in Slc6a6−/− cells",(missing),suggesting that taurine may regulate energy metabolism (Fig. 5a–c and Extended Data Fig. 10a)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Consistent with this, we noted a 1.3- to 1.8-fold reduction in basal glycolysis, glycolytic capacity, maximal oxygen consumption and spare respiratory capacity in Slc6a6−/− LSCs as compared to the controls (Fig. 5d,e and Extended Data Fig. 10b)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,To functionally test the role of glycolysis and TCA associated metabolites,(missing),we determined whether bypassing these could rescue Slc6a6−/− defects
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Our experiments showed that the colony-forming ability of Slc6a6−/− LSCs could be significantly rescued by pyruvate, sodium acetate and lactate, but not glucagon (Fig. 5f and Extended Data Fig. 10c–e)",(missing),"These data suggest that glycolysis, and not gluconeogenesis, is the primary downstream effector of taurine in leukaemia cells"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,We next tested whether taurine contributed to any cellular metabolite,(missing),by determining 13C-taurine incorporation in K562 leukaemia cells
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Our untargeted metabolomic approach identified 13C label only in known taurine conjugates, N-acetyl taurine and glutaurine (Extended Data Fig. 10f,g)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Membrane-permeable taurine fully rescued colonies formed by Slc6a6−/− cells (Fig. 5g), and N-acetyl-taurine partly rescued this defect (Extended Data Fig. 10h)",perhaps by breakdown to taurine and acetate37,(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"By contrast, glutaurine was unable to rescue the Slc6a6−/− colony formation (Extended Data Fig. 10i)",(missing),"These experiments indicate that taurine, and not a secondary metabolite, promotes leukaemia growth due to an indirect effect on glycolysis, possibly through downstream signalling"
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,To identify signals downstream of taurine,(missing),we performed RNA-seq as well as phosphoproteome and total-proteome analyses of primary mouse leukaemia cells (Fig. 5h)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Our RNA-seq analysis identified 932 downregulated and 1,158 upregulated genes in the absence of TAUT (Padj < 0.05)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"The 1,158 upregulated genes included pathways associated with haematopoietic cell lineage and cell cycle regulation (Extended Data Fig. 11a,b)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,The 932 downregulated genes primarily constituted pathways associated with glycolysis (Fig. 5i and Extended Data Fig. 11b–d),consistent with reduced abundance of glycolysis associated metabolites in these cells (Fig. 5c),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,To determine effectors of glycolytic downregulation on TAUT loss,(missing),we performed gene set enrichment analysis
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,This identified profound downregulation of oncogenic MYC and mTOR pathways (Fig. 5j and Extended Data Fig. 11c),(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q1,we tested whether TAUT loss impairs mTOR activation,As mTOR signalling is known to regulate expression of glycolysis related genes38,(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Western blot analysis showed that TAUT loss results in a 2.2- to 3-fold reduction in activated mTOR, p70S6k and pEIF4B as compared to the controls (Fig. 5k–m and Extended Data Fig. 11e)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Our global phosphoproteome and total-proteome analyses also showed reduced expression of phosphorylated proteins associated with mTOR signalling, as well as 3.3-fold reduced BCL2 and 1.5-fold increased LC3A expression in the absence of TAUT (Extended Data Fig. 11f,g)",(missing),(missing)
Taurine from tumour niche drives glycolysis to promote leukaemogenesis,Taurine drives glycolysis in leukaemia,Q2,"Like TAUT loss, TAUT inhibition with TAG and GES downregulated glycolysis-related gene expression (Extended Data Fig. 11h,i) and impaired phosphorylation of mTOR signalling (Extended Data Fig. 12a,b)",(missing),(missing)
