title,subsection,type,main_content,context,outcome
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement induces a neuronal state,Q2,"confined cells did not upregulate apoptosis markers cleaved caspase-3, annexin V or cleaved PARP (Extended Data Fig. 2a–f). Post-confinement, cells recovered typical morphology within 24 h without widespread cell death (Extended Data Fig. 2g).",(missing),Confinement in vitro was not cytotoxic
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement induces a neuronal state,Q1,To profile confinement-induced changes in gene expression,(missing),we confined A375 cells for approximately 18 h and performed bulk RNA-seq.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement induces a neuronal state,Q2,"Principal component analysis revealed considerable transcriptional alterations induced by confinement (Fig. 1m and Supplementary Table 2). Similar to human interface cells, confined cells upregulated several neuronal pathways (Fig. 1n and Supplementary Table 2). We calculated the overlap between the human interface gene signature and the confined melanoma gene signature (Extended Data Fig. 2h and Supplementary Table 3). Pathway analysis showed that many of the co-regulated genes were related to neuronal development (Extended Data Fig. 2i and Supplementary Table 3).",(missing),These data indicate that confinement causes interface cells to adopt a neuronal identity.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q1,We hypothesized that melanoma cells hijack neuronal mechanisms to allow them to invade into the mechanically confined microenvironment.,"Neuronal development relies on microtubule (MT) architecture, influencing almost every aspect of neuronal structure and function(Ref: 14). The cytoskeleton often transmits force within and between cells and remodels in response to mechanical stimuli(Ref: 15). Recent reports indicate that the MT cytoskeleton is stabilized by force to protect confined cells from damage(Ref: 16).",We used our in vitro confinement system to characterize how force remodels the MT cytoskeleton by imaging A375 cells labelled with the MT vital dye SiR-tubulin.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"Confinement extensively remodelled the MT cytoskeleton; within 2–4 h, curved MTs began encircling the cell and nuclear periphery (Fig. 2a,b). [...] We also observed loss of a central MT organizing centre with radial MTs","This was reminiscent of a previous study that showed that MTs bend to prevent buckling or rupture in response to force(Ref: 16). [...] reminiscent of neurons with centrosome-independent MT organization(Ref: 14,17).",These results indicate that confined melanoma cells rapidly undergo structural changes in the MT cytoskeleton resembling neurons.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"We performed immunofluorescence on sections from adult fish with transgenic BRAFV600E-driven melanomas and observed enrichment of acetylated tubulin at the tumour border(Ref: 6) (Fig. 2c–e). Confining A375 cells in vitro also resulted in significant upregulation of acetylated tubulin (P = 6.86 × 10−12; Fig. 2f–h). Acetylated tubulin filaments in unconfined cells were typically short and linear, whereas in confined cells, acetylated tubulin filaments were longer and more curved","Acetylated tubulin mediates neuronal architecture and function and marks axonal MTs(Ref: 18). Tubulin acetylation stabilizes MTs and thus the cell against mechanical pressure(Ref: 19). Curved MTs, such as those we observed in confined cells (Fig. 2a,b), are also indicative of long-lived, stabilized MTs(Ref: 19).","again indicative of stabilization (Fig. 2f,g)."
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"We noticed that in confined cells, the hyperacetylated tubulin network was often perinuclear (Fig. 2f,g)","As the stiffest and largest organelle, the nucleus is vulnerable to confinement-induced stress, with confined migration often causing nuclear envelope rupture and DNA damage(Ref: 20,21). During migration through confined spaces, neurons assemble a perinuclear network of acetylated tubulin to protect the nucleus(Ref: 22,23).",hypothesized that this network may provide structural support to the nucleus.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q1,We confirmed the stability of the perinuclear MT network,which induces MT disassembly through an acetylation-independent mechanism(Ref: 24). Acetylated MTs are resistant to nocodazole(Ref: 19).,by treating confined cells with nocodazole
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"Nocodazole (1 µM) induced the disassembly of almost all non-modified tubulin filaments in both unconfined and confined cells (Fig. 2i,j). Although unconfined nocodazole-treated cells exhibited minimal acetylated tubulin, many confined nocodazole-treated cells contained a perinuclear acetylated tubulin cage (Fig. 2i,j).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q1,(missing),(missing),"We generated a stable A375 cell line, in which the main eukaryotic tubulin acetyltransferase (ATAT1) was inactivated using CRISPR (Extended Data Fig. 3a,b)"
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"found that this almost completely abolished acetylated tubulin, including the perinuclear network (Extended Data Fig. 3c–e).",(missing),This indicates that ATAT1 is the acetyltransferase that responds to mechanical stress in melanoma cells by stabilizing the tubulin cytoskeleton.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q1,To clarify the composition of the perinuclear tubulin network,"In addition to acetylation, MTs exhibit a variety of post-translational modifications (PTMs), including tyrosination, glutamylation, glycylation and methylation, which influence MT stability(Ref: 25).",we used immunofluorescence to characterize MT PTMs in confined melanoma cells.
Mechanical confinement governs phenotypic plasticity in melanoma,Confinement remodels the cytoskeleton,Q2,"most MTs in confined and unconfined A375 cells were highly tyrosinated (Extended Data Fig. 4a–d), probably owing to the high concentrations of tyrosine and tyrosinase in melanoma(Ref: 27). Although confined perinuclear MTs were occasionally tyrosinated and rarely detyrosinated (Extended Data Fig. 4a–d), there was no specific enrichment of these PTMs in the perinuclear network, as observed for acetylated MTs. Similar results were observed for polyglutamylated MTs (Extended Data Fig. 4e,f). No polyglycylated MTs were found in either condition (Extended Data Fig. 4g,h).",Detyrosination has been linked to stabilized MTs(Ref: 26).,"This indicates that acetylation is the primary PTM mediating the assembly and/or stability of the perinuclear tubulin network. These data indicate that confined melanoma cells assemble a stable perinuclear tubulin network to reinforce the nucleus against mechanical stress, similar to neurons."
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,to identify potential confinement-induced mediators of this state.,(missing),We examined our zebrafish and human transcriptomic datasets
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,Interface cells consistently upregulated high mobility group (HMG)-family proteins (Fig. 3a),"which regulate chromatin architecture by binding and bending DNA to relieve mechanical strain(Ref: 28). Although HMG-enriched transcriptional programs are upregulated across many tumour types, including melanoma(Ref: 29), their contribution to tumour progression remains poorly understood.",(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,We focused on HMGB2 (zebrafish hmgb2a and hmgb2b),"because it was the most upregulated HMG family member in interface cells from zebrafish (Fig. 3a,b), and because our previous study identified HMGB2 as a signalling factor enriched in interface cells(Ref: 6).",(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"HMGB2 was also highly upregulated by human interface cells (P = 3.24 × 10−37; Fig. 3c,d and Extended Data Fig. 1h).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,To validate our transcriptomic results indicating that HMGB2 is upregulated at the invasive front,(missing),we examined HMGB2 expression in zebrafish melanoma tissue sections.
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"In invading tumour cells, HMGB2 was only upregulated in elongated or misshaped tumour cells that appeared to be under mechanical pressure from adjacent tissues (Fig. 3e–g) [...] HMGB2 concentrations were inversely correlated to nuclear circularity (R = −0.474; P = 1.19 × 10−12; Fig. 3g).",(missing),indicating that confinement induces HMGB2 upregulation.
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"the in vitro confinement of A375 human melanoma cells caused nuclear HMGB2 intensity to approximately double relative to unconfined cells (P = 1.42 × 10−7; Fig. 3h,i). This increase was not solely attributable to changes in nuclear density; although Hoechst intensity also slightly increased upon confinement (probably owing to compaction of chromatin/the nucleus; P = 0.0017; Fig. 3j), normalizing HMGB2 to Hoechst concentrations still showed a significant increase (P = 3.01 × 10−6; Fig. 3k).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,(missing),(missing),Using time-lapse confocal microscopy of A375 cells stably expressing HMGB2–GFP
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"we found nuclear HMGB2–GFP concentrations increased linearly over approximately 16 h (0.269 ± 0.020-fold per hour) to a final concentration of 1.76 ± 0.072-fold relative to initial concentrations (Extended Data Fig. 5a,b).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,We also examined the concentrations of HMG family members HMGB1 and HMGA1,which were transcriptionally upregulated in interface cells to a lesser extent than HMGB2,(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,quantified no change in their expression upon confinement (Extended Data Fig. 5c–f),(missing),indicating that confinement-induced upregulation of HMGB2 is not a general property of all HMG family members.
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,"to look for evidence of interface cells with elongated nuclei, high HMGB2 concentrations and perinuclear acetylated tubulin.",(missing),We examined a human melanoma tissue microarray
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"As in the zebrafish, the invasive front in human samples often contained elongated nuclei with high HMGB2 and acetylated tubulin expression, although with expected interpatient variability (Extended Data Fig. 6a–e). Of the 40 patient samples analysed, 20 (50%) contained putative interface cells (elongated nuclei, HMGB2+ and AcTub+), nine (22.5%) contained cells exhibiting perinuclear acetylated tubulin enrichment only (AcTub+ and HMGB2−), three (7.5%) contained cells with elongated HMGB2+ nuclei but no acetylated tubulin (AcTub− and HMGB2+) and the remaining eight (20%) showed no enrichment of HMGB2 or acetylated tubulin (Extended Data Fig. 6d,e).",(missing),"This validates our scRNA-seq analyses, indicating that interface cells are present in human samples (Fig. 1c)."
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q1,We then investigated whether the upregulation of HMGB2 and acetylated tubulin by confined cells is melanoma-specific or exhibited across other cancer types.,We focused on two cancer types probably influenced by mechanical stress in vivo: pancreatic ductal adenocarcinoma and bladder cancer.,(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"In both, confinement induced significant upregulation of HMGB2 and acetylated tubulin (Extended Data Fig. 6f–q).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q3,To rule out a potential pro-invasive role for these transcription factors upon mechanical stress in melanoma,"Mechanical stress can be associated with nuclear translocation of transcription factors, such as YAP, as well as epithelial–mesenchymal transition inducers, including Twist, Snail and SMAD3 (Ref: 30).",we quantified their expression in confined A375 cells.
Mechanical confinement governs phenotypic plasticity in melanoma,Confined invasive cells upregulate HMGB2,Q2,"None of the factors examined (YAP, Twist, Snail and SMAD3) exhibited nuclear translocation upon confinement, and the nuclear expression of YAP, Twist and SMAD3 decreased (Extended Data Fig. 7).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,"To investigate how mechanical confinement induces HMGB2 upregulation, we focused on the MT cytoskeleton, hypothesizing that the perinuclear acetylated tubulin network (Fig. 2f,g) may propagate confinement-induced force to the nucleus. To confirm that the perinuclear network is upstream of HMGB2 enrichment in the confinement response",(missing),we generated stable A375 cell lines in which HMGB2 was inactivated using CRISPR (Extended Data Fig. 8a–c).
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"Upon confining two different A375–HMGB2KO cell lines, we confirmed that the perinuclear acetylated tubulin network was unaffected (Extended Data Fig. 8d,e).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,to determine whether the acetylated tubulin network influences HMGB2 upregulation.,Tubulin acetylation is mediated by the acetyltransferase ATAT1 (Ref: 31) and deacetylation by HDAC6 (Ref: 32).,We modulated tubulin dynamics and acetylation state in confined cells
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,(missing),(missing),We first treated A375 cells with the HDAC6 inhibitor tubacin(Ref: 33)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"which increased tubulin acetylation without affecting histone acetylation (Extended Data Fig. 9a–f). In confined cells, tubacin treatment significantly increased both total nuclear HMGB2 accumulation (P = 1.1646 × 10−6; Extended Data Fig. 9g,h) and the rate of accumulation, which approximately doubled versus controls (0.353 ± 0.0364-fold per hour versus 0.145 ± 0.0171-fold per hour; P = 1.1589 × 10−6; Extended Data Fig. 9i).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,To stabilize MTs independent of acetylation,which binds β-tubulin and prevents tubulin monomer incorporation into MT filaments and thus should not influence the acetylation state of HMGB2 or other proteins(Ref: 34).,we treated confined cells with paclitaxel (Taxol)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"Taxol (100 nM) significantly increased HMGB2 accumulation in confined cells (P = 0.00230; Extended Data Fig. 9g,h), with an accumulation rate remarkably similar to tubacin-treated cells (0.338 ± 0.0425-fold per hour versus 0.353 ± 0.0364-fold per hour; P = 0.961; Extended Data Fig. 9i).",Although we cannot rule out off-target effects of tubacin on HMGB2,"similar results in Taxol-treated and tubacin-treated cells indicate that confinement-induced HMGB2 enrichment is linked to MT stability, rather than acetylation state or other HDAC6 functions."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q3,To confirm the role of perinuclear acetylated tubulin in mediating HMGB2 accumulation,"Nocodazole abolishes most MT networks, with the exception of stabilized acetylated tubulin filaments(Ref: 24). Because the perinuclear acetylated tubulin cage was resistant to nocodazole (Fig. 2i,j)",we treated A375[HMGB2–GFP] cells with nocodazole before applying confinement. [...] nocodazole treatment allowed us to specifically interrogate the contribution of acetylated MTs to HMGB2 upregulation in confined cells.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"We observed near total loss of visible SiR-tubulin signal in confined nocodazole-treated cells (Extended Data Fig. 9j), whereas the perinuclear acetylated tubulin network remained intact (Fig. 2i,j) and HMGB2–GFP accumulation was unaffected (P = 0.714; Extended Data Fig. 9k,l).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,We quantified HMGB2 accumulation,in confined A375–ATAT1KO cells lacking acetylated tubulin (Extended Data Fig. 3c–e).,(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"Unexpectedly, HMGB2 accumulation was not impaired in ATAT1KO cells (Extended Data Fig. 3f)",(missing),suggesting that acetylated tubulin is sufficient but not necessary for the enrichment of HMGB2 in response to confinement.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,we investigated other factors that may cooperate with the MT cytoskeleton to promote upregulation of HMGB2 in confined cells,using TurboID(Ref: 35),to perform proximity labelling proteomics targeting HMGB2 interactors (Fig. 3l and Supplementary Table 4).
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,One highly enriched protein was nesprin 2 (gene name: SYNE2),"a component of the linker of nucleoskeleton and cytoskeleton (LINC) complex that connects the cytoskeleton, nuclear lamina and chromatin(Ref: 36) (Fig. 3m and Supplementary Table 4).",(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q1,We hypothesized that nesprin 2 may be required for enrichment of HMGB2 upon confinement.,(missing),targeting SYNE2 with short interfering RNA (siRNA) (Extended Data Fig. 10c)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"confined A375 cells upregulated nesprin 2 (Extended Data Fig. 10a,b), and targeting SYNE2 with short interfering RNA (siRNA) (Extended Data Fig. 10c) abolished the confinement-mediated accumulation of HMGB2 (Fig. 3n,o) and perinuclear tubulin network (Fig. 3p,q).",(missing),This indicates that nesprin 2 and the tubulin cytoskeleton interact to upregulate HMGB2.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 upregulation requires nesprin 2,Q2,"Lamin A/C increased by approximately 3-fold in confined cells (P = 1.28 × 10−162; Extended Data Fig. 10d,e) [...] showing increased nuclear stiffness in confined cells (Extended Data Fig. 10f,g).",The LINC complex cooperates with the nuclear lamina to tune nuclear stiffness(Ref: 36).,"suggesting that the nuclear lamina was remodelled in response to confinement, which we validated by means of atomic force microscopy (AFM) [...] Together, our results demonstrate that confined melanoma cells remodel cytoskeletal and nuclear structures to reinforce the cell against mechanical force, resulting in LINC complex-mediated HMGB2 upregulation and nuclear stiffening."
Mechanical confinement governs phenotypic plasticity in melanoma,Force affects HMGB2–chromatin dynamics,Q2,Our results indicate that the LINC complex and tubulin cytoskeleton cooperate to stabilize the nucleus against mechanical stress and upregulate HMGB2.,HMGB2 typically binds chromatin without sequence specificity and bends DNA to relieve mechanical strain(Ref: 37).,Confinement-induced nuclear shape changes could thus increase the strain on chromatin and create a densely packed nuclear environment that affects HMGB2 dynamics.
Mechanical confinement governs phenotypic plasticity in melanoma,Force affects HMGB2–chromatin dynamics,Q1,to characterize nuclear HMGB2 dynamics upon confinement.,(missing),We used fluorescence recovery after photobleaching (FRAP)
Mechanical confinement governs phenotypic plasticity in melanoma,Force affects HMGB2–chromatin dynamics,Q2,"HMGB2–GFP was highly dynamic even in unconfined cells (Fig. 4a–d), with only approximately 25% stably bound within the nucleus (mobile fraction = 75.21 ± 0.91%). In both conditions, FRAP recovery curves fitted well to a two-component exponential equation (average coefficient of determination (R2) = 0.986 ± 0.00054; Fig. 4d,e and Methods) [...] Although more than 90% of HMGB2 remained fast-diffusing in both conditions, confinement significantly increased the proportion of slower-diffusing HMGB2 (6.76 ± 0.39% versus 4.21 ± 0.39%; P = 1.134 × 10−5; Fig. 4f)","As previously reported(Ref: 38) [...] indicating two pools of nuclear HMGB2: fast-diffusing (stochastic interactions with chromatin) and slower-diffusing (more specific, stable interactions)(Ref: 39).","suggesting more specific, stable HMGB2–chromatin interactions in confined cells."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q1,we propose that this could affect chromatin accessibility.,Our FRAP analysis indicates that confinement upregulates HMGB2 and stabilizes its interactions with chromatin;,Assay for transposase-accessible chromatin (ATAC) sequencing (ATAC-seq) of A375 cells overexpressing HMGB2
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q2,"showed broadly increased chromatin accessibility (Fig. 4g). Peak-gene mapping and pathway analysis revealed that open chromatin regions were highly enriched for neuronal genes, with increased accessibility at loci linked to the neural crest and neuronal development (Fig. 4h–j and Supplementary Table 5).",(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q2,Homer de novo motif analysis identified conserved transcription factor binding motifs enriched within the promoter of open chromatin regions upon HMGB2 overexpression (HMGB2OE). The top-ranked motif was an AP-1 motif (Fig. 4k; P = 1 × 10−49) [...] Other highly ranked motifs included PRDM4 [...] and SOX9,"implicated in melanoma and melanocyte plasticity(Ref: 40,41). [...] which functions in neural development(Ref: 42) (Fig. 4k; P = 1 × 10−12), and SOX9, a critical regulator of the pro-invasive phenotype switch in melanoma(Ref: 43) (Fig. 4k; P = 1 × 10−11).","These data indicate that HMGB2 upregulation increases chromatin accessibility at loci associated with plasticity and a neuronal phenotype, promoting a confinement-induced dedifferentiation program."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q1,To clarify potential HMGB2 targets,(missing),"we performed chromatin immunoprecipitation (ChIP) sequencing (ChIP–seq) targeting HMGB2 in A375 cells using a double-crosslinking approach(Ref: 44) (Extended Data Fig. 11a). We generated a peak atlas by comparing peaks present in cells expressing baseline concentrations of HMGB2 to those not present in HMGB2KO cells, yielding 843 peaks [...] After manual filtering to remove intergenic, low-quality or non-specific peaks, we identified a final high-confidence set of 96 targets (Extended Data Fig. 11b and Supplementary Table 6)."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q2,"We observed HMGB2 binding at promoter regions of several AP-1 signalling genes, including FOSL1, JUNB and JUND (Extended Data Fig. 11c and Supplementary Table 6) [...] Several neuronal genes were also identified as HMGB2 targets, including NOTCH2, NOTCH2NLC, TBX6, GBA1 and ZNF335 (Extended Data Fig. 11d and Supplementary Table 6), as well as pro-tumorigenic genes such as KMT2A (Extended Data Fig. 11e and Supplementary Table 6).",(missing),validating our ATAC-seq results and supporting the pro-invasive role of HMGB2.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q1,To examine the transcriptional effects,(missing),we performed bulk RNA-seq on A375 cells stably overexpressing HMGB2 (Extended Data Fig. 11f).
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 targets plasticity-associated loci,Q2,"HMGB2OE cells adopted a mesenchymal-like and invasive morphology relative to empty vector controls (Extended Data Fig. 11g). The most highly upregulated gene was UNC5D [...] Other upregulated neuronal genes included DCC, SH3GL2 and NPX2 (Extended Data Fig. 11h,i and Supplementary Table 7). GSEA revealed an overrepresentation of neuronal genes within enriched pathways (Extended Data Fig. 11j,k and Supplementary Table 7). [...] several invasive genes were also upregulated (MAGEA1, SPP1, CTAG2 and GDF6; Extended Data Fig. 11i and Supplementary Table 7).",a netrin receptor promoting neuronal survival and migration(Ref: 47) [...] Supporting a pro-invasive role for HMGB2,These data indicate that HMGB2 alters chromatin architecture to promote an invasive neuronal state.
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q1,We investigated whether HMGB2 drives invasion through these factors.,"Phenotypic plasticity in melanoma is controlled by a regulatory axis of melanocytic transcription factors (MITF) driving proliferation versus invasive factors (BRN2, SOX9 and AP-1) that also slow proliferation.",(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q1,(missing),(missing),"Using the SKMEL5 melanocytic cell line, we created a stable line expressing V5-tagged HMGB2 and performed ChIP–seq targeting V5 and HMGB2 (Extended Data Fig. 12a). We generated a peak atlas containing 1,361 peaks corresponding to 1,286 unique genes (Extended Data Fig. 12b and Supplementary Table 8)."
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q2,We identified robust HMGB2 binding to the MITF promoter (Extended Data Fig. 12c).,(missing),(missing)
Mechanical confinement governs phenotypic plasticity in melanoma,HMGB2 drives invasion through Notch and BRN2,Q2,"However, loss of HMGB2 did not meaningfully alter MITF expression (log2FC = 0.157; Extended Data Fig. 12e–g and Supplementary Table 9)",(missing),indicating that HMGB2 may regulate pro-invasive factors instead.
